Заголовки: ID,Изображение ,Название ,Цена ,Старая цена,Размеры ,Категория ,Новое?
1,https://i.postimg.cc/ydpwh8hn/IMG-1071.jpg,Пальто ,8990,12900,"S,M,L ",Пальто ,Да
